Datetime,DAYTON,FE,DOM,EKPC,DEOK,DUQ,AEP,COMED
2013-03-08,48974.0,194910.0,277469.0,30445.0,75800.0,41627.0,393997.0,275516.0
2013-03-09,43038.0,171168.0,247219.0,30445.0,68763.0,37002.0,354526.0,255051.0
2013-03-10,36710.0,146501.0,232565.0,30445.0,58561.0,32607.0,301095.0,228252.0
2013-03-11,45781.0,178937.0,238862.0,30445.0,68923.0,37300.0,348759.0,270452.0
2013-03-12,50621.0,195743.0,226324.0,30445.0,75207.0,39111.0,376621.0,283456.0
2013-03-13,53491.0,200667.0,251025.0,30445.0,79741.0,40936.0,410067.0,285976.0
2013-03-14,52244.0,200034.0,275192.0,30445.0,79293.0,41844.0,411511.0,283578.0
2013-03-15,48856.0,193649.0,264255.0,30445.0,72886.0,39993.0,382922.0,275986.0
2013-03-16,42632.0,178143.0,225056.0,30445.0,63916.0,35963.0,331986.0,256085.0
2013-03-17,44132.0,171752.0,249219.0,30445.0,68889.0,35390.0,344635.0,244358.0
2013-03-18,50831.0,201896.0,293828.0,30445.0,75885.0,41007.0,402737.0,283062.0
2013-03-19,51480.0,204109.0,258037.0,30445.0,75341.0,40831.0,393494.0,292471.0
2013-03-20,52723.0,204611.0,254351.0,30445.0,78265.0,42334.0,400996.0,295286.0
2013-03-21,54593.0,210034.0,283097.0,30445.0,81833.0,43408.0,430029.0,286179.0
2013-03-22,50918.0,200674.0,286790.0,30445.0,77209.0,42246.0,410401.0,273227.0
2013-03-23,43505.0,177145.0,255381.0,30445.0,67771.0,37496.0,357112.0,243675.0
2013-03-24,45259.0,174311.0,269895.0,30445.0,70600.0,36833.0,367541.0,240072.0
2013-03-25,51745.0,197929.0,294120.0,30445.0,79070.0,40456.0,417754.0,275015.0
2013-03-26,50761.0,195743.0,277157.0,30445.0,77713.0,40350.0,412198.0,269731.0
2013-03-27,50318.0,193911.0,268938.0,30445.0,76373.0,40562.0,403019.0,266742.0
2013-03-28,48180.0,189553.0,266755.0,30445.0,72328.0,40265.0,387508.0,259515.0
2013-03-29,42967.0,167659.0,248398.0,30445.0,66985.0,37586.0,352293.0,238748.0
2013-03-30,39001.0,155462.0,228410.0,30445.0,60813.0,35551.0,320078.0,223816.0
2013-03-31,36350.0,147191.0,221879.0,30445.0,57232.0,34207.0,300953.0,207384.0
2013-04-01,45847.0,179755.0,223243.0,30445.0,66572.0,38682.0,353598.0,254921.0
2013-04-02,49053.0,193960.0,241687.0,30445.0,71807.0,40291.0,383181.0,264851.0
2013-04-03,48657.0,190411.0,252903.0,30445.0,72699.0,40705.0,382510.0,263547.0
2013-04-04,47440.0,189449.0,264172.0,30445.0,70925.0,40500.0,385421.0,259716.0
2013-04-05,44929.0,181987.0,244040.0,30445.0,68140.0,38043.0,356663.0,252853.0
2013-04-06,39722.0,165779.0,221926.0,30445.0,61515.0,34862.0,322797.0,233522.0
2013-04-07,35845.0,149295.0,217041.0,30445.0,57416.0,32653.0,291060.0,209673.0
2013-04-08,42033.0,174330.0,217878.0,30445.0,64554.0,36136.0,326736.0,246208.0
2013-04-09,43526.0,173266.0,235033.0,30445.0,66426.0,37627.0,331590.0,254552.0
2013-04-10,44832.0,177098.0,260528.0,30445.0,71155.0,39450.0,339852.0,265569.0
2013-04-11,43664.0,181645.0,261777.0,30445.0,68630.0,38096.0,341479.0,267564.0
2013-04-12,43891.0,181076.0,238786.0,30445.0,64113.0,36865.0,333904.0,263819.0
2013-04-13,40072.0,166143.0,201535.0,30445.0,60035.0,33019.0,309871.0,238331.0
2013-04-14,37428.0,155997.0,197484.0,30445.0,56418.0,31756.0,298470.0,220414.0
2013-04-15,42149.0,171834.0,211648.0,30445.0,62348.0,35256.0,321429.0,245926.0
2013-04-16,43179.0,173385.0,219540.0,30445.0,64398.0,36371.0,329073.0,248051.0
2013-04-17,43507.0,172337.0,233468.0,30445.0,65781.0,36916.0,327367.0,262555.0
2013-04-18,45031.0,175546.0,232740.0,30445.0,68902.0,39506.0,335486.0,262592.0
2013-04-19,43479.0,171950.0,234883.0,30445.0,64439.0,37377.0,324408.0,266001.0
2013-04-20,40751.0,161258.0,195442.0,30445.0,60930.0,33186.0,313458.0,236483.0
2013-04-21,38263.0,154137.0,199864.0,30445.0,58881.0,32510.0,306827.0,221142.0
2013-04-22,43450.0,174949.0,230560.0,30445.0,65542.0,36007.0,336424.0,245166.0
2013-04-23,42688.0,174628.0,225758.0,30445.0,64024.0,36546.0,330946.0,250645.0
2013-04-24,43456.0,176231.0,223919.0,30445.0,65300.0,37008.0,334736.0,254159.0
2013-04-25,44912.0,181844.0,211788.0,30445.0,67960.0,36996.0,340479.0,252692.0
2013-04-26,43228.0,176373.0,213539.0,30445.0,64716.0,36209.0,331895.0,246951.0
2013-04-27,37236.0,152202.0,199220.0,30445.0,57898.0,32712.0,295837.0,215514.0
2013-04-28,35157.0,147366.0,196347.0,30445.0,55746.0,31126.0,288356.0,204708.0
2013-04-29,41989.0,172051.0,215017.0,30445.0,63608.0,35125.0,326249.0,240792.0
2013-04-30,43523.0,173956.0,213070.0,30445.0,66401.0,35940.0,332773.0,257811.0
2013-05-01,44868.0,177931.0,212654.0,30445.0,70041.0,36516.0,337100.0,276800.0
2013-05-02,43972.0,176512.0,212729.0,30445.0,69755.0,36782.0,335923.0,245935.0
2013-05-03,42915.0,171903.0,211441.0,30445.0,68020.0,35676.0,329682.0,246172.0
2013-05-04,36325.0,146799.0,201407.0,30445.0,59829.0,32431.0,299171.0,219296.0
2013-05-05,34158.0,141404.0,200191.0,30445.0,56689.0,31167.0,286032.0,205197.0
2013-05-06,41790.0,168576.0,216171.0,30445.0,65022.0,36085.0,327517.0,240397.0
2013-05-07,42638.0,174438.0,219430.0,30445.0,65613.0,36940.0,331784.0,249341.0
2013-05-08,43194.0,174713.0,216935.0,30445.0,66865.0,37396.0,330750.0,255092.0
2013-05-09,44135.0,176400.0,223349.0,30445.0,68909.0,38108.0,336174.0,252397.0
2013-05-10,42824.0,173551.0,239094.0,30445.0,65816.0,37823.0,328212.0,242443.0
2013-05-11,36580.0,149182.0,230203.0,30445.0,57809.0,32797.0,291930.0,218387.0
2013-05-12,35459.0,145168.0,203199.0,30445.0,54725.0,30663.0,281628.0,204442.0
2013-05-13,42766.0,173107.0,212032.0,30445.0,64101.0,36247.0,329824.0,241217.0
2013-05-14,43830.0,174621.0,219161.0,30445.0,66745.0,37398.0,339122.0,263882.0
2013-05-15,47755.0,180149.0,235917.0,30445.0,76140.0,38958.0,350254.0,286948.0
2013-05-16,47565.0,180715.0,260709.0,30445.0,74555.0,40780.0,351812.0,274483.0
2013-05-17,45975.0,174075.0,254551.0,30445.0,72010.0,39907.0,344806.0,253876.0
2013-05-18,40954.0,157583.0,212652.0,30445.0,66205.0,36389.0,313983.0,238431.0
2013-05-19,41120.0,161205.0,217135.0,30445.0,68464.0,36181.0,314210.0,251891.0
2013-05-20,52921.0,208576.0,251091.0,30445.0,83878.0,44585.0,377957.0,324740.0
2013-05-21,53660.0,220544.0,266838.0,30445.0,84096.0,49715.0,392858.0,313711.0
2013-05-22,50291.0,212686.0,284966.0,30445.0,78512.0,48057.0,376707.0,287865.0
2013-05-23,45056.0,186264.0,266126.0,30445.0,70866.0,42380.0,350424.0,247684.0
2013-05-24,40716.0,168050.0,218987.0,30445.0,62509.0,36069.0,317099.0,239958.0
2013-05-25,34434.0,146762.0,197807.0,30445.0,55969.0,32541.0,286213.0,214540.0
2013-05-26,32792.0,136936.0,195171.0,30445.0,54839.0,31737.0,274511.0,202830.0
2013-05-27,34611.0,138825.0,204357.0,30445.0,60326.0,31927.0,282161.0,204077.0
2013-05-28,48365.0,178329.0,245674.0,30445.0,78256.0,37496.0,352690.0,257630.0
2013-05-29,53053.0,205795.0,286032.0,30445.0,84546.0,44180.0,389686.0,291483.0
2013-05-30,55418.0,220618.0,299740.0,30445.0,89359.0,48113.0,404685.0,321664.0
2013-05-31,52264.0,215721.0,301961.0,30445.0,82530.0,49525.0,396086.0,296302.0
2013-06-01,43904.0,186860.0,295144.0,30445.0,73993.0,46727.0,358136.0,260556.0
2013-06-02,40379.0,167193.0,279267.0,29403.0,70106.0,43068.0,322070.0,214859.0
2013-06-03,43325.0,172295.0,271886.0,29710.0,70269.0,40206.0,343795.0,243979.0
2013-06-04,43948.0,169315.0,248924.0,29478.0,68635.0,37904.0,343827.0,251615.0
2013-06-05,46780.0,172866.0,245836.0,30962.0,73600.0,41455.0,351905.0,253989.0
2013-06-06,45443.0,174801.0,241571.0,31228.0,74039.0,41802.0,351130.0,248546.0
2013-06-07,43304.0,168587.0,250114.0,30239.0,70666.0,38391.0,330500.0,245139.0
2013-06-08,37663.0,152605.0,244188.0,29615.0,64598.0,33987.0,307471.0,224588.0
2013-06-09,39374.0,154058.0,255880.0,28746.0,67119.0,36909.0,318112.0,225256.0
2013-06-10,47497.0,187378.0,276649.0,30831.0,74550.0,43551.0,359229.0,280259.0
2013-06-11,50997.0,192840.0,283146.0,33364.0,81136.0,42202.0,370959.0,304773.0
2013-06-12,57383.0,202480.0,304980.0,37442.0,91713.0,46489.0,405410.0,312095.0
2013-06-13,50845.0,187217.0,299987.0,36304.0,85647.0,43040.0,371972.0,280235.0
2013-06-14,46699.0,177818.0,241338.0,31120.0,75773.0,38638.0,348521.0,266447.0
2013-06-15,41698.0,162148.0,244204.0,32010.0,72349.0,36178.0,320607.0,247974.0
2013-06-16,40489.0,163472.0,260034.0,31108.0,70030.0,36385.0,320230.0,274935.0
2013-06-17,53461.0,203698.0,292940.0,34695.0,84596.0,44008.0,389057.0,326096.0
2013-06-18,54137.0,194509.0,270306.0,32884.0,82776.0,42721.0,373844.0,270353.0
2013-06-19,48820.0,182671.0,251936.0,33549.0,78352.0,40510.0,360337.0,269623.0
2013-06-20,50742.0,189626.0,256012.0,34311.0,81687.0,41527.0,370778.0,304564.0
2013-06-21,53562.0,203592.0,255785.0,35323.0,85356.0,44379.0,386191.0,311828.0
2013-06-22,50791.0,205184.0,260731.0,35910.0,84339.0,45054.0,375137.0,286670.0
2013-06-23,49402.0,210604.0,273699.0,35183.0,79981.0,48139.0,375791.0,296172.0
2013-06-24,56582.0,239563.0,313265.0,35797.0,88050.0,53846.0,415797.0,326664.0
2013-06-25,60807.0,235016.0,327582.0,37749.0,94154.0,53783.0,424584.0,324931.0
2013-06-26,57095.0,219840.0,321823.0,36232.0,88535.0,49518.0,406688.0,319675.0
2013-06-27,55508.0,213526.0,296437.0,35463.0,84934.0,47573.0,394207.0,349945.0
2013-06-28,52972.0,202184.0,309452.0,36116.0,85729.0,44593.0,392103.0,325309.0
2013-06-29,41500.0,172941.0,286199.0,32989.0,69483.0,40393.0,339198.0,254492.0
2013-06-30,40321.0,166437.0,284865.0,31692.0,68080.0,41780.0,329658.0,237071.0
2013-07-01,44562.0,184041.0,291962.0,31995.0,73795.0,45046.0,357682.0,266261.0
2013-07-02,48447.0,193015.0,287457.0,32191.0,77583.0,48232.0,361548.0,257449.0
2013-07-03,49999.0,208851.0,294498.0,31713.0,79766.0,51379.0,371120.0,256597.0
2013-07-04,40613.0,180098.0,299305.0,28286.0,64780.0,46803.0,333450.0,245172.0
2013-07-05,43228.0,186648.0,318958.0,29204.0,68345.0,48443.0,346948.0,293762.0
2013-07-06,42464.0,187703.0,319641.0,28837.0,67440.0,49571.0,352238.0,292746.0
2013-07-07,41884.0,180582.0,314326.0,31709.0,67774.0,45308.0,339081.0,308609.0
2013-07-08,54763.0,214868.0,312260.0,37071.0,85665.0,48839.0,392510.0,357297.0
2013-07-09,60117.0,224561.0,313188.0,39589.0,93542.0,48442.0,419169.0,369580.0
2013-07-10,58604.0,221704.0,321930.0,37123.0,93765.0,47294.0,411994.0,375182.0
2013-07-11,51827.0,201067.0,301248.0,35154.0,83678.0,43325.0,379948.0,317167.0
2013-07-12,48873.0,195718.0,264576.0,32858.0,77049.0,41063.0,368333.0,309399.0
2013-07-13,47083.0,191148.0,275784.0,31466.0,76749.0,42080.0,357547.0,299491.0
2013-07-14,51700.0,207739.0,303008.0,35416.0,84596.0,48210.0,383395.0,321607.0
2013-07-15,64389.0,250991.0,336371.0,39383.0,98129.0,56419.0,449508.0,385724.0
2013-07-16,65433.0,257126.0,352220.0,41210.0,99929.0,56072.0,459310.0,414934.0
2013-07-17,66877.0,262721.0,352337.0,40985.0,102130.0,55361.0,465108.0,432147.0
2013-07-18,66965.0,268560.0,362829.0,41370.0,103622.0,58986.0,469009.0,441206.0
2013-07-19,65264.0,266845.0,367540.0,40170.0,99350.0,58518.0,458517.0,443268.0
2013-07-20,52263.0,207791.0,341557.0,39330.0,88509.0,48142.0,397608.0,360722.0
2013-07-21,48025.0,197159.0,317613.0,35809.0,80638.0,45720.0,370693.0,318747.0
2013-07-22,54479.0,204829.0,324233.0,34872.0,84927.0,47597.0,400869.0,365846.0
2013-07-23,57525.0,214185.0,328040.0,37261.0,88095.0,47134.0,412438.0,332969.0
2013-07-24,48731.0,189332.0,317158.0,33269.0,76676.0,42041.0,373846.0,279637.0
2013-07-25,46740.0,183334.0,275294.0,32954.0,73361.0,40259.0,361742.0,286634.0
2013-07-26,48185.0,189785.0,275371.0,33032.0,75756.0,41806.0,363781.0,279735.0
2013-07-27,41213.0,166450.0,267381.0,31007.0,68150.0,37681.0,331705.0,232689.0
2013-07-28,36527.0,152410.0,275568.0,29225.0,61241.0,37338.0,308938.0,211096.0
2013-07-29,45376.0,176604.0,285428.0,31440.0,71797.0,40241.0,347501.0,260815.0
2013-07-30,47793.0,185177.0,280459.0,31204.0,74163.0,41041.0,363298.0,268620.0
2013-07-31,47922.0,193565.0,271561.0,30664.0,75780.0,42369.0,359082.0,278758.0
2013-08-01,50239.0,198745.0,278679.0,33197.0,80574.0,44864.0,376940.0,288762.0
2013-08-02,48645.0,183256.0,290374.0,33034.0,77590.0,42503.0,360631.0,303230.0
2013-08-03,45010.0,173549.0,267921.0,33673.0,73625.0,39398.0,333533.0,277639.0
2013-08-04,40285.0,156424.0,257582.0,32260.0,67567.0,35928.0,316946.0,245133.0
2013-08-05,47624.0,177930.0,263152.0,32765.0,74599.0,40228.0,353852.0,269694.0
2013-08-06,50536.0,189583.0,253124.0,34427.0,80250.0,42536.0,375740.0,310735.0
2013-08-07,55759.0,200232.0,287106.0,35208.0,87300.0,44488.0,391655.0,357733.0
2013-08-08,56516.0,213574.0,308727.0,36653.0,89841.0,48938.0,395820.0,310963.0
2013-08-09,52804.0,202344.0,333797.0,36379.0,85533.0,47801.0,389990.0,307324.0
2013-08-10,48811.0,175288.0,298350.0,34687.0,80526.0,41576.0,359166.0,289729.0
2013-08-11,47688.0,171721.0,281013.0,35707.0,81531.0,41097.0,347698.0,264727.0
2013-08-12,55180.0,201049.0,317702.0,35762.0,87610.0,48301.0,397201.0,323760.0
2013-08-13,51702.0,192069.0,317973.0,34156.0,82941.0,45963.0,376618.0,283282.0
2013-08-14,43866.0,175744.0,260459.0,29729.0,69291.0,38181.0,335083.0,266389.0
2013-08-15,43962.0,177548.0,238271.0,29675.0,68544.0,38630.0,334734.0,266921.0
2013-08-16,44669.0,178040.0,238236.0,30781.0,70555.0,39747.0,338127.0,280483.0
2013-08-17,41074.0,163295.0,230600.0,30939.0,68676.0,37195.0,313327.0,265133.0
2013-08-18,41633.0,160642.0,231170.0,30483.0,70784.0,36322.0,305123.0,261195.0
2013-08-19,51834.0,199055.0,242442.0,34266.0,83093.0,42505.0,369563.0,315212.0
2013-08-20,53756.0,208615.0,277910.0,35019.0,86393.0,43690.0,388603.0,346304.0
2013-08-21,54856.0,219341.0,300436.0,34151.0,88372.0,46252.0,389375.0,370187.0
2013-08-22,52992.0,219117.0,309602.0,36233.0,88203.0,47912.0,389293.0,328342.0
2013-08-23,53093.0,212154.0,273227.0,35694.0,85177.0,45681.0,384609.0,310011.0
2013-08-24,45436.0,176722.0,245138.0,34481.0,78839.0,39962.0,341794.0,292107.0
2013-08-25,45868.0,177258.0,240427.0,33446.0,77838.0,40130.0,336099.0,311562.0
2013-08-26,56430.0,220591.0,265003.0,36191.0,89490.0,47525.0,393008.0,377106.0
2013-08-27,60185.0,227566.0,295762.0,37553.0,95949.0,49223.0,411495.0,415628.0
2013-08-28,63863.0,223624.0,289787.0,39781.0,100271.0,48542.0,424870.0,385552.0
2013-08-29,58108.0,230608.0,293100.0,39666.0,95889.0,50155.0,417449.0,368003.0
2013-08-30,57660.0,227049.0,289553.0,38550.0,92092.0,50707.0,411917.0,379446.0
2013-08-31,50377.0,203651.0,288740.0,36616.0,85240.0,47472.0,368219.0,292658.0
2013-09-01,46301.0,186190.0,293318.0,33579.0,75925.0,43251.0,346066.0,290758.0
2013-09-02,46333.0,178731.0,302339.0,35068.0,82163.0,45155.0,352541.0,267805.0
2013-09-03,46392.0,177125.0,302666.0,33210.0,75184.0,41876.0,356212.0,276241.0
2013-09-04,48397.0,186412.0,272595.0,31626.0,76070.0,40456.0,351674.0,293803.0
2013-09-05,49874.0,187769.0,278578.0,32518.0,81462.0,41160.0,360979.0,294011.0
2013-09-06,45912.0,178581.0,253302.0,33018.0,75560.0,38020.0,344103.0,300104.0
2013-09-07,42853.0,166987.0,233065.0,32693.0,73579.0,35119.0,327081.0,306561.0
2013-09-08,46958.0,166662.0,261358.0,34712.0,81777.0,38453.0,335826.0,285537.0
2013-09-09,57118.0,190836.0,273584.0,37814.0,94666.0,43377.0,395840.0,372696.0
2013-09-10,64712.0,243012.0,307033.0,37390.0,100798.0,52312.0,440731.0,419034.0
2013-09-11,63116.0,249265.0,321773.0,34744.0,97923.0,52718.0,424010.0,387452.0
2013-09-12,54335.0,210500.0,313506.0,32478.0,88785.0,47223.0,391291.0,331002.0
2013-09-13,42231.0,173399.0,272331.0,28881.0,68383.0,39003.0,331630.0,259454.0
2013-09-14,36148.0,151259.0,214696.0,25795.0,58689.0,33643.0,286542.0,227411.0
2013-09-15,35229.0,145623.0,213194.0,26607.0,58604.0,33237.0,281616.0,216151.0
2013-09-16,43328.0,174024.0,237425.0,28356.0,68536.0,38831.0,328145.0,245834.0
2013-09-17,43583.0,174263.0,224415.0,28941.0,68112.0,37612.0,329805.0,251227.0
2013-09-18,46097.0,175340.0,220417.0,26946.0,71166.0,38788.0,333542.0,271977.0
2013-09-19,48723.0,184077.0,228215.0,28767.0,76620.0,41197.0,347345.0,311227.0
2013-09-20,51780.0,196947.0,235767.0,32003.0,81775.0,42758.0,364116.0,294667.0
2013-09-21,41009.0,165201.0,222663.0,28324.0,67232.0,37569.0,312108.0,230015.0
2013-09-22,35312.0,145447.0,217421.0,25983.0,58392.0,33109.0,279446.0,211737.0
2013-09-23,42353.0,170329.0,215721.0,27596.0,64988.0,35786.0,321569.0,246083.0
2013-09-24,43352.0,174293.0,219979.0,28674.0,65729.0,36230.0,326566.0,252611.0
2013-09-25,43388.0,175489.0,220617.0,27734.0,67353.0,36999.0,325844.0,255771.0
2013-09-26,44527.0,174681.0,227405.0,28896.0,68035.0,37128.0,333702.0,260924.0
2013-09-27,43886.0,170945.0,219200.0,28369.0,68713.0,37165.0,326889.0,265137.0
2013-09-28,39367.0,154330.0,203245.0,27421.0,63665.0,34129.0,296057.0,248252.0
2013-09-29,35739.0,148207.0,203724.0,14447.0,59733.0,34231.0,283176.0,225105.0
2013-09-30,43765.0,175079.0,221223.0,28129.0,68152.0,38555.0,327689.0,254069.0
2013-10-01,45181.0,179285.0,233570.0,29448.0,71139.0,39278.0,331370.0,273094.0
2013-10-02,47404.0,184336.0,248232.0,30284.0,73065.0,41458.0,344320.0,279964.0
2013-10-03,48439.0,188618.0,252107.0,30941.0,77291.0,41977.0,348325.0,284027.0
2013-10-04,48772.0,190679.0,263184.0,28945.0,78179.0,42637.0,352622.0,285486.0
2013-10-05,42712.0,170785.0,260234.0,27424.0,71749.0,39365.0,322263.0,267393.0
2013-10-06,38447.0,166746.0,260432.0,25054.0,64882.0,39924.0,309901.0,221877.0
2013-10-07,41995.0,171481.0,256402.0,23559.0,63435.0,38165.0,318009.0,245696.0
2013-10-08,43082.0,173200.0,216276.0,23947.0,63733.0,36510.0,317874.0,256533.0
2013-10-09,43781.0,170740.0,217665.0,24489.0,63839.0,36876.0,318019.0,256009.0
2013-10-10,43581.0,172560.0,223016.0,26085.0,64292.0,36896.0,320116.0,257076.0
2013-10-11,43140.0,171520.0,218182.0,27032.0,65356.0,36333.0,315417.0,257372.0
2013-10-12,38820.0,154730.0,206017.0,26236.0,62028.0,34054.0,286859.0,231811.0
2013-10-13,35966.0,149695.0,205047.0,26177.0,59991.0,33838.0,278229.0,208037.0
2013-10-14,42669.0,171472.0,217630.0,27344.0,65386.0,37259.0,317710.0,241603.0
2013-10-15,44169.0,174613.0,219144.0,27507.0,67786.0,37520.0,324478.0,254157.0
2013-10-16,44087.0,175194.0,222728.0,27084.0,67317.0,38045.0,323874.0,250395.0
2013-10-17,43734.0,173768.0,229895.0,27426.0,64947.0,37206.0,323751.0,251233.0
2013-10-18,43367.0,171927.0,216970.0,28050.0,63825.0,36451.0,317472.0,253678.0
2013-10-19,39088.0,158529.0,201738.0,28838.0,59891.0,33818.0,299176.0,228255.0
2013-10-20,37594.0,152697.0,199700.0,30357.0,59285.0,33481.0,292455.0,216746.0
2013-10-21,44225.0,175308.0,221203.0,30971.0,65555.0,37219.0,334330.0,248877.0
2013-10-22,44786.0,179601.0,216316.0,30317.0,65856.0,36795.0,338494.0,264365.0
2013-10-23,47083.0,185541.0,218058.0,33107.0,70110.0,37616.0,353309.0,264668.0
